"日足・最新の選択","当日"," 8月26日","日足"
"市場","銘柄コード","銘柄名","始値","高値","安値","終値","出来高","","","","","","","","","","","","","","",""
"","","","実","実","実","実","        実","","","","","","","","","","","","","","",""
東１,3232,三重交ＧＨＤ,421.0,435.0,420.0,431.0,83700,,,,,,,,,,,,,,,
ＪＱ,3236,プロパスト,131.0,143.0,130.0,142.0,362500,,,,,,,,,,,,,,,
東マ,3237,イントランス,194.0,210.0,178.0,207.0,2033700,,,,,,,,,,,,,,,
東２,3238,セントラル総,172.0,189.0,172.0,189.0,61400,,,,,,,,,,,,,,,
ＪＱ,3241,ウィル,215.0,238.0,213.0,233.0,21900,,,,,,,,,,,,,,,
ＪＱ,3242,アーバネット,276.0,300.0,276.0,299.0,335100,,,,,,,,,,,,,,,
ＪＱ,3244,サムティ,977.0,989.0,960.0,984.0,176800,,,,,,,,,,,,,,,
東マ,3245,ＤＥＡＲ・Ｌ,1648.0,1800.0,1648.0,1781.0,69900,,,,,,,,,,,,,,,
ＪＱ,3246,コーセーＲＥ,700.0,719.0,699.0,719.0,4000,,,,,,,,,,,,,,,
東マ,3248,アールエイジ,616.0,631.0,616.0,631.0,2300,,,,,,,,,,,,,,,
東２,3250,ＡＤワークス,35.0,38.0,35.0,38.0,3085700,,,,,,,,,,,,,,,
東マ,3251,ＰＭＯ,201.0,205.0,185.0,200.0,131300,,,,,,,,,,,,,,,
東１,3252,日本商業開発,1851.0,1905.0,1821.0,1898.0,230500,,,,,,,,,,,,,,,
東１,3254,プレサンス,4350.0,4445.0,4305.0,4370.0,101500,,,,,,,,,,,,,,,
東１,3258,ユニゾＨＤ,5160.0,5270.0,5000.0,5230.0,118900,,,,,,,,,,,,,,,
名２,3260,エスポア,500.0,500.0,500.0,500.0,200,,,,,,,,,,,,,,,
東マ,3261,グランディーズ,822.0,822.0,822.0,822.0,200,,,,,,,,,,,,,,,
ＪＱ,3264,アスコット,173.0,182.0,167.0,180.0,562100,,,,,,,,,,,,,,,
ＪＱ,3266,ファンドクリＧ,146.0,154.0,141.0,152.0,711100,,,,,,,,,,,,,,,
東２,3271,グロバル社,435.0,443.0,431.0,443.0,38700,,,,,,,,,,,,,,,
ＪＱ,3275,ハウスコム,1668.0,1670.0,1622.0,1632.0,5300,,,,,,,,,,,,,,,
東１,3276,日本管理,1587.0,1664.0,1555.0,1615.0,286100,,,,,,,,,,,,,,,
東１,3277,サンセイランデ,923.0,974.0,908.0,966.0,135700,,,,,,,,,,,,,,,
東１,3280,エストラスト,540.0,571.0,522.0,549.0,25200,,,,,,,,,,,,,,,
東１,3284,フージャース,431.0,437.0,424.0,432.0,266100,,,,,,,,,,,,,,,
東マ,3286,トラストＨＤ,425.0,435.0,417.0,429.0,12200,,,,,,,,,,,,,,,
東１,3288,オープンハウス,2000.0,2025.0,1908.0,1963.0,750200,,,,,,,,,,,,,,,
東１,3289,東急不ＨＤ,796.0,813.0,778.0,803.0,4499600,,,,,,,,,,,,,,,
東１,3291,飯田ＧＨＤ,1912.0,1982.0,1889.0,1968.0,1101800,,,,,,,,,,,,,,,
ＪＱ,3293,アズマハウス,1516.0,1557.0,1516.0,1556.0,4600,,,,,,,,,,,,,,,
ＪＱ,3294,イーグランド,714.0,714.0,701.0,713.0,9900,,,,,,,,,,,,,,,
ＪＱ,3297,東武住販,1303.0,1389.0,1303.0,1375.0,1900,,,,,,,,,,,,,,,
東マ,3299,ムゲンエステ,2390.0,2449.0,2350.0,2411.0,90300,,,,,,,,,,,,,,,
東マ,3300,アンビション,960.0,1010.0,950.0,1010.0,15900,,,,,,,,,,,,,,,
東１,3302,帝繊維,1383.0,1408.0,1350.0,1393.0,82600,,,,,,,,,,,,,,,
東２,3306,日本麻,58.0,61.0,57.0,59.0,689000,,,,,,,,,,,,,,,
東１,3313,ブックオフ,876.0,896.0,876.0,887.0,28600,,,,,,,,,,,,,,,
東１,3315,日本コークス,102.0,105.0,101.0,103.0,907400,,,,,,,,,,,,,,,
ＪＱ,3316,東日システ,1510.0,1510.0,1507.0,1510.0,1200,,,,,,,,,,,,,,,
ＪＱ,3317,フライングＧ,965.0,985.0,965.0,970.0,6500,,,,,,,,,,,,,,,
ＪＱ,3318,メガネスーパ,47.0,55.0,47.0,53.0,2557400,,,,,,,,,,,,,,,
東２,3319,ＧＤＯ,1095.0,1130.0,1017.0,1095.0,77300,,,,,,,,,,,,,,,
東２,3320,クロスプラス,699.0,699.0,661.0,690.0,5700,,,,,,,,,,,,,,,
東１,3321,ミタチ,670.0,713.0,670.0,711.0,53100,,,,,,,,,,,,,,,
ＪＱ,3322,アルファＧ,1240.0,1240.0,1192.0,1192.0,1300,,,,,,,,,,,,,,,
ＪＱ,3323,レカム,43.0,47.0,42.0,43.0,1738300,,,,,,,,,,,,,,,
東マ,3325,ケンコーコム,756.0,760.0,730.0,746.0,6200,,,,,,,,,,,,,,,
ＪＱ,3326,ランシステム,732.0,732.0,713.0,728.0,6300,,,,,,,,,,,,,,,
東マ,3328,ＢＥＥＮＯＳ,2290.0,2298.0,2085.0,2159.0,156100,,,,,,,,,,,,,,,
ＪＱ,3329,東和フード,3030.0,3250.0,2990.0,3250.0,8100,,,,,,,,,,,,,,,
ＪＱ,3331,雑貨ＢＬ,47.0,50.0,46.0,47.0,119300,,,,,,,,,,,,,,,
東１,3333,あさひ,1174.0,1198.0,1160.0,1184.0,145200,,,,,,,,,,,,,,,
東１,3341,日本調,8400.0,8880.0,8400.0,8860.0,59500,,,,,,,,,,,,,,,
ＪＱ,3344,ワンダーＣＯ．,1018.0,1019.0,995.0,1008.0,6400,,,,,,,,,,,,,,,
名２,3346,２１ＬＡＤＹ,88.0,90.0,85.0,90.0,22500,,,,,,,,,,,,,,,
東２,3347,トラスト,250.0,250.0,228.0,242.0,135600,,,,,,,,,,,,,,,
東１,3349,コスモス薬,14230.0,14670.0,14190.0,14620.0,90300,,,,,,,,,,,,,,,
ＪＱ,3350,ＲＥＤ,37.0,41.0,37.0,40.0,3165400,,,,,,,,,,,,,,,
ＪＱ,3352,バッファロー,840.0,846.0,840.0,845.0,300,,,,,,,,,,,,,,,
ＪＱ,3353,メディ一光,4500.0,4500.0,4500.0,4500.0,100,,,,,,,,,,,,,,,
東２,3355,クリヤマＨＤ,1454.0,1480.0,1413.0,1473.0,59000,,,,,,,,,,,,,,,
ＪＱ,3356,テリロジー,319.0,344.0,314.0,333.0,1232000,,,,,,,,,,,,,,,
ＪＱ,3358,ワイエスフード,293.0,295.0,283.0,291.0,9300,,,,,,,,,,,,,,,
東マ,3359,タイセイ,451.0,464.0,450.0,464.0,13100,,,,,,,,,,,,,,,
東１,3360,シップＨＤ,2550.0,2593.0,2523.0,2546.0,241800,,,,,,,,,,,,,,,
東１,3361,トーエル,684.0,757.0,684.0,732.0,38100,,,,,,,,,,,,,,,
東１,3366,一六堂,391.0,415.0,391.0,415.0,10500,,,,,,,,,,,,,,,
ＪＱ,3370,フジタコーポ,440.0,440.0,440.0,440.0,1000,,,,,,,,,,,,,,,
東１,3371,ソフトクリＨＤ,860.0,917.0,859.0,917.0,29000,,,,,,,,,,,,,,,
東マ,3372,関門海,190.0,197.0,182.0,195.0,45900,,,,,,,,,,,,,,,
ＪＱ,3374,内外テック,230.0,245.0,230.0,242.0,4000,,,,,,,,,,,,,,,
ＪＱ,3375,ＺＯＡ,663.0,663.0,663.0,663.0,300,,,,,,,,,,,,,,,
東２,3376,オンリー,939.0,955.0,929.0,945.0,45700,,,,,,,,,,,,,,,
東２,3377,バイク王,266.0,277.0,265.0,277.0,14800,,,,,,,,,,,,,,,
東１,3382,７＆Ｉ－ＨＤ,5040.0,5195.0,5023.0,5144.0,4404900,,,,,,,,,,,,,,,
名２,3384,アークコア,232.0,236.0,232.0,236.0,2100,,,,,,,,,,,,,,,
東１,3385,薬王堂,2700.0,2900.0,2700.0,2892.0,115100,,,,,,,,,,,,,,,
ＪＱ,3386,コスモ・バイオ,1010.0,1096.0,1010.0,1082.0,12000,,,,,,,,,,,,,,,
東１,3387,クリレスＨＤ,2536.0,2675.0,2520.0,2663.0,641600,,,,,,,,,,,,,,,
東１,3388,明治電,1050.0,1084.0,1050.0,1084.0,37000,,,,,,,,,,,,,,,
ＪＱ,3390,ＵＳシステムズ,74.0,82.0,73.0,81.0,1004300,,,,,,,,,,,,,,,
東１,3391,ツルハＨＤ,9390.0,9560.0,9200.0,9380.0,326900,,,,,,,,,,,,,,,
東１,3392,デリカフーズ,1016.0,1038.0,1013.0,1021.0,28200,,,,,,,,,,,,,,,
東１,3393,スターティア,1568.0,1636.0,1551.0,1629.0,17800,,,,,,,,,,,,,,,
東マ,3394,ＮＶＣ,2840.0,3100.0,2800.0,3005.0,10400,,,,,,,,,,,,,,,
東１,3395,サンマルクＨＤ,3605.0,3695.0,3560.0,3595.0,162500,,,,,,,,,,,,,,,
東１,3396,フェリシモ,1054.0,1096.0,1054.0,1080.0,41400,,,,,,,,,,,,,,,
東１,3397,トリドール,1674.0,1702.0,1650.0,1684.0,638300,,,,,,,,,,,,,,,
東１,3398,クスリアオキ,5400.0,5530.0,5310.0,5470.0,233400,,,,,,,,,,,,,,,
ＪＱ,3399,山岡屋,4075.0,4210.0,3970.0,4210.0,5600,,,,,,,,,,,,,,,
東１,3401,帝人,365.0,373.0,364.0,370.0,13207000,,,,,,,,,,,,,,,
東１,3402,東レ,1001.0,1029.0,996.0,1026.0,8950000,,,,,,,,,,,,,,,
東１,3405,クラレ,1384.0,1417.0,1371.0,1412.0,2604100,,,,,,,,,,,,,,,
東１,3407,旭化成,911.0,939.8,905.9,933.7,7425000,,,,,,,,,,,,,,,
東１,3408,サカイオーベ,173.0,189.0,173.0,189.0,586000,,,,,,,,,,,,,,,
東２,3409,北日紡,81.0,82.0,76.0,81.0,307000,,,,,,,,,,,,,,,
東２,3420,ケーエフシー,2303.0,2380.0,2215.0,2365.0,23500,,,,,,,,,,,,,,,
東１,3421,稲葉製,1300.0,1333.0,1300.0,1319.0,62800,,,,,,,,,,,,,,,
名２,3422,丸順,259.0,268.0,259.0,268.0,2400,,,,,,,,,,,,,,,
ＪＱ,3423,エスイー,583.0,635.0,583.0,635.0,42500,,,,,,,,,,,,,,,
ＪＱ,3426,アトムリビン,919.0,921.0,919.0,921.0,1200,,,,,,,,,,,,,,,
東１,3431,宮地エンジ,199.0,204.0,191.0,204.0,622000,,,,,,,,,,,,,,,
東１,3433,トーカロ,2288.0,2296.0,2216.0,2268.0,57600,,,,,,,,,,,,,,,
東１,3434,アルファＣＯ,1158.0,1158.0,1101.0,1118.0,22200,,,,,,,,,,,,,,,
東２,3435,サンコーテクノ,1170.0,1275.0,1170.0,1254.0,8500,,,,,,,,,,,,,,,
東１,3436,ＳＵＭＣＯ,1050.0,1109.0,1043.0,1097.0,3744700,,,,,,,,,,,,,,,
ＪＱ,3437,特殊電極,242.0,244.0,237.0,237.0,5000,,,,,,,,,,,,,,,
ＪＱ,3439,三ツ知,1672.0,1730.0,1658.0,1730.0,3100,,,,,,,,,,,,,,,
ＪＱ,3441,山王,393.0,422.0,390.0,407.0,26800,,,,,,,,,,,,,,,
名２,3442,ＭＩＥコーポ,46.0,46.0,46.0,46.0,1000,,,,,,,,,,,,,,,
東１,3443,川田ＴＥＣＨ,3300.0,3390.0,3270.0,3380.0,62400,,,,,,,,,,,,,,,
ＪＱ,3444,菊池製作所,983.0,983.0,932.0,970.0,126100,,,,,,,,,,,,,,,
東マ,3445,ＲＳＴＥＣＨ,2500.0,2500.0,2362.0,2500.0,700,,,,,,,,,,,,,,,
東マ,3452,ビーロット,1400.0,1620.0,1400.0,1582.0,23500,,,,,,,,,,,,,,,
東マ,3454,Ｆブラザーズ,1421.0,1580.0,1417.0,1570.0,459200,,,,,,,,,,,,,,,
東マ,3457,ハウスドゥ,1450.0,1595.0,1450.0,1595.0,35900,,,,,,,,,,,,,,,
東２,3458,シーアールイー,2219.0,2349.0,2186.0,2332.0,8600,,,,,,,,,,,,,,,
東マ,3461,パルマ,1190.0,1288.0,1190.0,1270.0,25900,,,,,,,,,,,,,,,
東１,3501,住江織,319.0,332.0,319.0,329.0,168000,,,,,,,,,,,,,,,
東１,3512,日フエルト,492.0,514.0,488.0,503.0,24700,,,,,,,,,,,,,,,
東１,3513,イチカワ,327.0,337.0,323.0,337.0,32000,,,,,,,,,,,,,,,
東１,3514,日バイリン,1194.0,1196.0,1193.0,1194.0,835000,,,,,,,,,,,,,,,
ＪＱ,3515,フジコー,595.0,595.0,595.0,595.0,3000,,,,,,,,,,,,,,,
東１,3521,エコナックＨＤ,78.0,82.0,77.0,80.0,7086000,,,,,,,,,,,,,,,
東１,3524,日東網,136.0,143.0,135.0,143.0,66000,,,,,,,,,,,,,,,
東１,3526,芦森工,166.0,175.0,166.0,175.0,285000,,,,,,,,,,,,,,,
東２,3528,プロスペクト,51.0,52.0,50.0,52.0,2929000,,,,,,,,,,,,,,,
東１,3529,アツギ,109.0,111.0,107.0,110.0,2013000,,,,,,,,,,,,,,,
東１,3551,ダイニック,169.0,169.0,156.0,160.0,73000,,,,,,,,,,,,,,,
東１,3553,共和レザ,797.0,840.0,774.0,823.0,48500,,,,,,,,,,,,,,,
東１,3569,セーレン,1234.0,1260.0,1217.0,1248.0,219200,,,,,,,,,,,,,,,
東２,3571,ソトー,1019.0,1021.0,1007.0,1012.0,13900,,,,,,,,,,,,,,,
東１,3577,東海染,114.0,116.0,114.0,116.0,160000,,,,,,,,,,,,,,,
東２,3578,倉庫精,97.0,103.0,96.0,102.0,116000,,,,,,,,,,,,,,,
東１,3580,小松精,601.0,628.0,585.0,625.0,72500,,,,,,,,,,,,,,,
東２,3583,オーベクス,165.0,172.0,165.0,170.0,111000,,,,,,,,,,,,,,,
ＪＱ,3587,グローアジア,4.0,4.0,2.0,2.0,20564100,,,,,,,,,,,,,,,
東１,3591,ワコールＨＤ,1500.0,1531.0,1492.0,1519.0,414000,,,,,,,,,,,,,,,
東１,3593,ホギメディ,5500.0,5570.0,5460.0,5530.0,87200,,,,,,,,,,,,,,,
東２,3597,自重堂,1100.0,1100.0,1100.0,1100.0,6000,,,,,,,,,,,,,,,
東２,3598,山喜,268.0,299.0,265.0,288.0,412800,,,,,,,,,,,,,,,
東２,3600,フジックス,433.0,433.0,433.0,433.0,1000,,,,,,,,,,,,,,,
東２,3604,川本産,301.0,341.0,301.0,330.0,51800,,,,,,,,,,,,,,,
東１,3606,レナウン,141.0,146.0,141.0,146.0,1048600,,,,,,,,,,,,,,,
東１,3607,クラウディア,638.0,638.0,609.0,618.0,27000,,,,,,,,,,,,,,,
東１,3608,ＴＳＩＨＤ,929.0,955.0,908.0,948.0,1182100,,,,,,,,,,,,,,,
東マ,3622,ネットイヤー,850.0,869.0,825.0,869.0,36600,,,,,,,,,,,,,,,
東マ,3623,ビリングシス,2670.0,2761.0,2500.0,2723.0,29200,,,,,,,,,,,,,,,
東マ,3624,アクセルＭ,1016.0,1017.0,948.0,1000.0,71300,,,,,,,,,,,,,,,
ＪＱ,3625,テックファーム,1059.0,1227.0,1059.0,1220.0,235400,,,,,,,,,,,,,,,
東１,3626,ＩＴＨＤ,2588.0,2657.0,2571.0,2636.0,389600,,,,,,,,,,,,,,,
東１,3627,ネオス,502.0,538.0,497.0,537.0,73100,,,,,,,,,,,,,,,
東マ,3628,データＨＲ,837.0,900.0,837.0,854.0,46900,,,,,,,,,,,,,,,
東１,3630,電算システム,1885.0,1960.0,1822.0,1955.0,145900,,,,,,,,,,,,,,,
東１,3632,グリー,562.0,570.0,556.0,559.0,2903000,,,,,,,,,,,,,,,
ＪＱ,3633,ＧＭＯペパボ,3260.0,3580.0,3260.0,3530.0,16600,,,,,,,,,,,,,,,
東マ,3634,ソケッツ,616.0,645.0,586.0,620.0,171000,,,,,,,,,,,,,,,
東１,3635,コーエーテクモ,2055.0,2131.0,2051.0,2119.0,168900,,,,,,,,,,,,,,,
東１,3636,三菱総研,2750.0,2894.0,2701.0,2824.0,10500,,,,,,,,,,,,,,,
東１,3639,ボルテージ,1470.0,1505.0,1407.0,1487.0,204200,,,,,,,,,,,,,,,
東１,3640,電算,2181.0,2181.0,2100.0,2174.0,3400,,,,,,,,,,,,,,,
ＪＱ,3641,パピレス,3250.0,3495.0,3105.0,3450.0,52700,,,,,,,,,,,,,,,
東マ,3645,ＪＭＮＣ,320.0,347.0,320.0,347.0,14700,,,,,,,,,,,,,,,
東マ,3646,駅探,914.0,999.0,904.0,999.0,303500,,,,,,,,,,,,,,,
東２,3647,コネクトＨＤ,43.0,44.0,42.0,44.0,119100,,,,,,,,,,,,,,,
東１,3648,ＡＧＳ,896.0,934.0,896.0,930.0,12000,,,,,,,,,,,,,,,
東１,3649,ファインデック,837.0,920.0,806.0,907.0,311200,,,,,,,,,,,,,,,
東マ,3652,ＤＭＰ,1470.0,1610.0,1435.0,1510.0,127700,,,,,,,,,,,,,,,
東マ,3653,モルフォ,3720.0,4000.0,3565.0,3960.0,549100,,,,,,,,,,,,,,,
東１,3654,ヒトコム,2125.0,2239.0,2125.0,2175.0,20400,,,,,,,,,,,,,,,
東１,3655,ブレインＰ,530.0,576.0,525.0,538.0,170200,,,,,,,,,,,,,,,
東１,3656,ＫＬａｂ,1436.0,1449.0,1391.0,1433.0,5362900,,,,,,,,,,,,,,,
東１,3657,ポールＨＤ,968.0,1009.0,952.0,1005.0,142800,,,,,,,,,,,,,,,
東１,3658,イーブック,806.0,820.0,785.0,809.0,59200,,,,,,,,,,,,,,,
東１,3659,ネクソン,1530.0,1574.0,1486.0,1525.0,2982300,,,,,,,,,,,,,,,
東１,3660,アイスタイル,1787.0,1898.0,1683.0,1884.0,518400,,,,,,,,,,,,,,,
東１,3661,エムアップ,564.0,613.0,564.0,605.0,45300,,,,,,,,,,,,,,,
東１,3662,エイチーム,1715.0,1848.0,1710.0,1832.0,367800,,,,,,,,,,,,,,,
東２,3663,アートスパーク,601.0,673.0,600.0,670.0,251500,,,,,,,,,,,,,,,
東マ,3664,モブキャスト,560.0,595.0,560.0,591.0,473300,,,,,,,,,,,,,,,
東マ,3665,エニグモ,972.0,1036.0,956.0,1017.0,242400,,,,,,,,,,,,,,,
東２,3666,テクノスＪ,2170.0,2550.0,2125.0,2550.0,186500,,,,,,,,,,,,,,,
東１,3667,ｅｎｉｓｈ,1000.0,1057.0,985.0,1051.0,318900,,,,,,,,,,,,,,,
東１,3668,コロプラ,2012.0,2164.0,2005.0,2143.0,1852200,,,,,,,,,,,,,,,
東１,3669,モバクリ,480.0,507.0,474.0,506.0,98200,,,,,,,,,,,,,,,
ＪＱ,3670,協立情報通信,1875.0,1990.0,1860.0,1972.0,3800,,,,,,,,,,,,,,,
東マ,3671,ソフトＭＡＸ,1773.0,1898.0,1730.0,1898.0,3800,,,,,,,,,,,,,,,
東１,3672,オルトプラス,523.0,565.0,523.0,557.0,166300,,,,,,,,,,,,,,,
東１,3673,ブロドリーフ,1100.0,1167.0,1066.0,1153.0,364000,,,,,,,,,,,,,,,
東マ,3674,オークファン,701.0,726.0,680.0,725.0,35600,,,,,,,,,,,,,,,
東マ,3675,クロスマーケ,391.0,399.0,372.0,394.0,71900,,,,,,,,,,,,,,,
東１,3676,ＨＵＧ,1621.0,1723.0,1621.0,1723.0,60100,,,,,,,,,,,,,,,
ＪＱ,3677,システム情報,701.0,750.0,689.0,733.0,36500,,,,,,,,,,,,,,,
東マ,3678,メディアドゥ,1199.0,1250.0,1167.0,1230.0,111400,,,,,,,,,,,,,,,
東マ,3679,じげん,560.0,578.0,544.0,578.0,470400,,,,,,,,,,,,,,,
東マ,3680,ホットリンク,532.0,590.0,532.0,574.0,114400,,,,,,,,,,,,,,,
東１,3681,ブイキューブ,1822.0,1888.0,1796.0,1886.0,213200,,,,,,,,,,,,,,,
東マ,3682,エンカレッジ,2080.0,2150.0,2040.0,2118.0,24300,,,,,,,,,,,,,,,
東２,3683,サイバリンクス,1460.0,1569.0,1450.0,1560.0,38200,,,,,,,,,,,,,,,
東マ,3685,みんなのＷＥＤ,1279.0,1319.0,1250.0,1262.0,22800,,,,,,,,,,,,,,,
東マ,3686,ＤＬＥ,607.0,620.0,574.0,612.0,192000,,,,,,,,,,,,,,,
東マ,3687,フィックスタ,2442.0,2596.0,2359.0,2571.0,43000,,,,,,,,,,,,,,,
東マ,3688,ＶＯＹＡＧＥ,1637.0,1739.0,1616.0,1736.0,197100,,,,,,,,,,,,,,,
東マ,3689,イグニス,2150.0,2367.0,2150.0,2356.0,107700,,,,,,,,,,,,,,,
東マ,3690,ロックオン,805.0,805.0,750.0,791.0,24800,,,,,,,,,,,,,,,
東マ,3691,リアルワールド,1995.0,1995.0,1847.0,1874.0,10200,,,,,,,,,,,,,,,
東マ,3692,ＦＦＲＩ,11200.0,11990.0,10810.0,11990.0,1846500,,,,,,,,,,,,,,,
東マ,3694,オプティム,3320.0,3590.0,3320.0,3550.0,36700,,,,,,,,,,,,,,,
東マ,3695,ＧＭＯリサーチ,1643.0,1643.0,1510.0,1580.0,4900,,,,,,,,,,,,,,,
東マ,3696,セレス,753.0,793.0,738.0,791.0,73000,,,,,,,,,,,,,,,
東マ,3697,ＳＨＩＦＴ,959.0,999.0,937.0,993.0,160400,,,,,,,,,,,,,,,
東マ,3698,ＣＲＩ・ＭＷ,1285.0,1387.0,1280.0,1379.0,29200,,,,,,,,,,,,,,,
東１,3708,特種東海,305.0,316.0,304.0,314.0,201000,,,,,,,,,,,,,,,
ＪＱ,3710,ジョルダン,757.0,810.0,757.0,784.0,9900,,,,,,,,,,,,,,,
ＪＱ,3711,創通,2099.0,2189.0,2070.0,2189.0,11000,,,,,,,,,,,,,,,
東２,3712,情報企画,1450.0,1450.0,1370.0,1432.0,6200,,,,,,,,,,,,,,,
ＪＱ,3719,ジェクシード,87.0,94.0,87.0,94.0,163400,,,,,,,,,,,,,,,
東マ,3723,ファルコム,958.0,1029.0,958.0,1013.0,72200,,,,,,,,,,,,,,,
東１,3724,ベリサーブ,971.0,998.0,965.0,998.0,14000,,,,,,,,,,,,,,,
東２,3726,フォーシーズ,245.0,279.0,245.0,275.0,14900,,,,,,,,,,,,,,,
東マ,3727,ＡＰＬＩＸ,569.0,630.0,569.0,630.0,233600,,,,,,,,,,,,,,,
ＪＱ,3733,ＳＷサービス,4790.0,5210.0,4790.0,5200.0,5000,,,,,,,,,,,,,,,
東マ,3734,インテアＨＤ,241.0,270.0,241.0,262.0,98200,,,,,,,,,,,,,,,
東１,3738,ティーガイア,1837.0,1912.0,1837.0,1901.0,151000,,,,,,,,,,,,,,,
名２,3739,コムシード,378.0,420.0,378.0,418.0,23400,,,,,,,,,,,,,,,
ＪＱ,3741,セック,2633.0,2730.0,2585.0,2605.0,9400,,,,,,,,,,,,,,,
東マ,3742,ＩＴｂｏｏｋ,985.0,1054.0,950.0,1047.0,1367100,,,,,,,,,,,,,,,
東２,3744,サイオス,385.0,418.0,385.0,398.0,48000,,,,,,,,,,,,,,,
東２,3747,インタトレード,170.0,185.0,170.0,185.0,37300,,,,,,,,,,,,,,,
東２,3750,セブンシーズ,1392.0,1484.0,1390.0,1484.0,3600,,,,,,,,,,,,,,,
東１,3751,ＪＡＧ,434.0,441.0,422.0,434.0,364500,,,,,,,,,,,,,,,
東２,3753,フライト,324.0,329.0,304.0,328.0,118800,,,,,,,,,,,,,,,
ＪＱ,3754,エキサイト,791.0,887.0,791.0,875.0,13900,,,,,,,,,,,,,,,
東１,3756,豆蔵ＨＤ,467.0,486.0,447.0,466.0,351300,,,,,,,,,,,,,,,
ＪＱ,3758,アエリア,1212.0,1359.0,1212.0,1348.0,115500,,,,,,,,,,,,,,,
ＪＱ,3760,ケイブ,1410.0,1470.0,1352.0,1470.0,53600,,,,,,,,,,,,,,,
東１,3762,テクマト,802.0,834.0,793.0,830.0,165200,,,,,,,,,,,,,,,
ＪＱ,3763,プロシップ,2143.0,2185.0,2143.0,2185.0,1500,,,,,,,,,,,,,,,
ＪＱ,3765,ガンホー,342.0,354.0,335.0,353.0,5714100,,,,,,,,,,,,,,,
ＪＱ,3766,システムズＤ,532.0,544.0,502.0,544.0,34800,,,,,,,,,,,,,,,
ＪＱ,3768,リスクモンスタ,556.0,595.0,550.0,591.0,6900,,,,,,,,,,,,,,,
東１,3769,ＧＭＯＰＧ,3550.0,3590.0,3420.0,3550.0,181200,,,,,,,,,,,,,,,
東１,3770,ザッパラス,460.0,475.0,450.0,459.0,89500,,,,,,,,,,,,,,,
ＪＱ,3771,シスリサーチ,1879.0,1960.0,1856.0,1890.0,27700,,,,,,,,,,,,,,,
東マ,3772,ウェルス,523.0,576.0,523.0,576.0,35700,,,,,,,,,,,,,,,
東マ,3773,ＡＭＩ,635.0,714.0,627.0,700.0,140700,,,,,,,,,,,,,,,
東１,3774,ＩＩＪ,2053.0,2165.0,2025.0,2148.0,363200,,,,,,,,,,,,,,,
名２,3775,ガイアックス,1205.0,1300.0,1197.0,1255.0,36700,,,,,,,,,,,,,,,
ＪＱ,3776,ブロバンタワ,180.0,215.0,175.0,196.0,5764900,,,,,,,,,,,,,,,
ＪＱ,3777,ジオネクスト,100.0,116.0,100.0,109.0,305800,,,,,,,,,,,,,,,
東マ,3778,さくら,1150.0,1207.0,1122.0,1170.0,91500,,,,,,,,,,,,,,,
ＪＱ,3779,ＪエスコムＨＤ,100.0,105.0,100.0,105.0,48300,,,,,,,,,,,,,,,
東マ,3782,ＤＤＳ,359.0,397.0,359.0,395.0,441900,,,,,,,,,,,,,,,
ＪＱ,3784,ヴィンクス,936.0,937.0,870.0,925.0,20000,,,,,,,,,,,,,,,
東マ,3785,エイティング,1215.0,1240.0,1154.0,1200.0,41200,,,,,,,,,,,,,,,
東マ,3787,テクノマセマテ,999.0,1063.0,983.0,1000.0,14200,,,,,,,,,,,,,,,
東１,3788,ＧＭＯクラウド,706.0,747.0,706.0,745.0,36600,,,,,,,,,,,,,,,
ＪＱ,3791,ＩＧポート,745.0,792.0,745.0,792.0,15100,,,,,,,,,,,,,,,
東マ,3793,ドリコム,707.0,815.0,707.0,790.0,93200,,,,,,,,,,,,,,,
東２,3794,ＮＤソフト,1237.0,1299.0,1226.0,1299.0,59500,,,,,,,,,,,,,,,
東マ,3796,いい生活,255.0,300.0,255.0,283.0,35500,,,,,,,,,,,,,,,
ＪＱ,3798,ＵＬＳグループ,1270.0,1329.0,1206.0,1313.0,69800,,,,,,,,,,,,,,,
東２,3799,キーウェア,517.0,585.0,517.0,581.0,29600,,,,,,,,,,,,,,,
ＪＱ,3800,ユニリタ,1521.0,1645.0,1521.0,1645.0,14500,,,,,,,,,,,,,,,
ＪＱ,3803,イメージ情報,1200.0,1200.0,1200.0,1200.0,100,,,,,,,,,,,,,,,
ＪＱ,3804,システムディ,550.0,599.0,550.0,599.0,32200,,,,,,,,,,,,,,,
ＪＱ,3807,フィスコ,291.0,307.0,291.0,304.0,152700,,,,,,,,,,,,,,,
名２,3808,ＯＫウェイヴ,333.0,350.0,333.0,350.0,700,,,,,,,,,,,,,,,
東マ,3810,サイバステップ,455.0,463.0,429.0,445.0,192700,,,,,,,,,,,,,,,
東１,3811,ビットアイル,404.0,418.0,404.0,411.0,135700,,,,,,,,,,,,,,,
ＪＱ,3814,アルファクス,430.0,430.0,430.0,430.0,100,,,,,,,,,,,,,,,
東マ,3815,メディア工房,547.0,564.0,528.0,561.0,71700,,,,,,,,,,,,,,,
ＪＱ,3816,大和コン,1845.0,1962.0,1845.0,1940.0,6700,,,,,,,,,,,,,,,
東１,3817,ＳＲＡＨＤ,2015.0,2105.0,1971.0,2090.0,59800,,,,,,,,,,,,,,,
東２,3822,Ｍｉｎｏｒｉ,903.0,965.0,890.0,943.0,37600,,,,,,,,,,,,,,,
